אייקון,יום,תאריך,שם המקום,קטגוריות לסינון,עדיפות,מיקום במפה,מזג אוויר אידיאלי,תיאור ומה ניתן לעשות,תחבורה והגעה ליעד,אזור במסלול,טווח שעות מומלץ,זמן מוערך,ימי סגירה / הערות חשובות,עלות משוערת (₪ ו-¥),איך ומתי להזמין,קישור,משך נסיעה מהיעד הקודם,ניווט גוגל מפות (מהיעד הקודם),סיכון,מתקנים ודרישות,מה צריך להכין מראש
🏙️,16 (רביעי),28/10/2026,Umeda Sky Building,אטרקציה | תצפית,⭐⭐⭐⭐ מומלץ,"1 Chome-1-88 Oyodonaka, Kita Ward, Osaka",🌃 לילה,"מגדל אומדה סקיי:

• מצפה אדריכלי פנורמי מרהיב ודרגנוע זכוכית התלוי באוויר! מבט פנורמי מושלם של פרידה מאוסקה.
[הערה: התצפית משמשת כחדר המתנה יוקרתי לאוטובוס שיוצא בדיוק מאותו הבניין, לכן הרצף כאן לאוטובוס הלילה הוא טבעי וישיר].

💡 Plan B גשם:
התצפית הפנימית הזכוכית פתוחה ומציעה נוף מוגן מלא.

💡 המלצת רכישה: מומלץ לקנות את הכרטיס דרך Klook או אפליקציה אחרת.

[רמת עומס: 🟡 בינוני]

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🥤 שילוב חלבון: חטיף/שייק חלבון זמין בתיק — לצריכה לפי הצורך.

🔍 לסינון: תצפית / אטרקציה",כבר נמצא במתחם.,אוסקה - אומדה,21:15 - 22:15,שעה,,"40 ₪ (~2,150 ¥)","🚨 מומלץ להזמין מראש: החל מ-14/10/2026 (שבועיים מראש).
⏰ התראה: קבע/י תזכורת ליום פתיחת ההזמנות 14/10/2026 + תזכורת הכנה יום לפני (13/10/2026) — לוודא אמצעי תשלום, פרטים וזמינות.","רשמי: https://www.skybldg.co.jp/en/
Klook: https://www.klook.com/search/result/?query=Umeda%20Sky%20Building
Trip: https://www.trip.com/things-to-do/list?pagetype=city&keyword=Umeda%20Sky%20Building&kwdfrom=srch&ext-searchpage=1
KKday: https://www.kkday.com/en/product/productlist/Umeda%20Sky%20Building
GetYourGuide: https://www.getyourguide.com/s?q=Umeda+Sky+Building
Pelago: https://www.pelago.co/en-US/search/?keyword=Umeda%20Sky%20Building",≈ 2 דקות עלייה במעלית,https://www.google.com/maps/dir/?api=1&origin=Umeda+Sky+Building&destination=Umeda+Sky+Building,,⚠️ שירותים,✓ ז'קט למרפסת התצפית | ✓ Power Bank וכבל

🚌,16 (רביעי),28/10/2026,WILLER EXPRESS Bus Terminal Osaka Umeda,תחבורה | אוטובוס לילה | לינה,⭐⭐⭐⭐⭐ חובה,"1 Chome-1-88 Oyodonaka, Kita Ward, Osaka",הכל,"אוטובוס לילה VIP מאוסקה לטוקיו (WILLER EXPRESS, אוטובוס SY264):

• יציאה: 28/10/2026 (רביעי) בשעה 22:30 ממסוף WILLER אוסקה אומדה (Umeda Sky Building, מגדל מזרחי, קומת קרקע 1F).
• הגעה: 29/10/2026 (חמישי) בשעה 08:00 למסוף Bus Terminal Tokyo Yaesu (TOKYO MIDTOWN YAESU, קומה B2).
• מושב: Relax [אזור קדמי], רכב מס' 1, מושב 04A. הפעלה בשני נהגים, מרחק ~519 ק""מ.

• מגיעים קלילים: הכנס את התיק הקטן עם הסירים והתבלינים לתא המטען התחתון, ועלה קל לתא הנוסעים.
• מושבי Relax נשכבים — מבטיחים שינה טובה בלילה.

🚨 שים לב: אין שירותים באוטובוס (WILLER) — יש להתפנות לפני העלייה ובעצירות השירות בדרך. 💡 נצל את ההמתנה במסוף המקורה כדי לצחצח שיניים ולהחליף לבגדים נוחים לשינה לפני העלייה!, לדאוג לסוודר אם יהיה קר במזגן.

[מרווח ביטחון: הגעה למסוף ב-22:20, 10 דקות לפני].

[רמת עומס: 🟢 קל — נסיעת לילה לשינה]

💡 Plan B: המסוף מקורה בקומת הקרקע של הבניין; אפשר להמתין בפנים עד ההעלאה. ניתן לשנות מועד/אוטובוס דרך שירות ההחלפה של WILLER ללא דמי ביטול.

🍽️ פתרון תזונה: הצטיידות בקומביני שלפני העלייה (מים, חטיפים כשרים ומזון קל לנסיעה).

🥤 שילוב חלבון: חטיף/שייק חלבון באוטובוס במהלך הלילה.

🔍 לסינון: תחבורה / אוטובוס לילה / לינה","הליכה קצרה בחזרה אל מסוף Willer הממוקם בדיוק בקומת הקרקע של Umeda Sky Building.

[הנחיית נסיעה: ❌ כרטיס IC לא תקף, הצג קוד QR].",אוסקה - אומדה,22:30 (יציאה) → 08:00 (הגעה),לילה שלם (נסיעה),,"101 ₪ (~5,430 ¥)","✅ כבר הוזמן ושולם — 5,430 ¥ (≈ 101 ₪) בכרטיס אשראי. מס' הזמנה: 43342244.
⏰ ביטול/שינוי: חינם עד 8 ימים לפני (עד 20/10/2026) | 30% מהמחיר ב-7 עד 2 ימים לפני | 50% יום לפני/יום היציאה | 100% לאחר היציאה.
💡 שירות החלפת אוטובוס: ניתן לשנות מועד/אוטובוס/תוכנית ללא דמי ביטול עד 10 דקות לפני היציאה (הזמנות אונליין בלבד, בתוך קווי WILLER/STAR EXPRESS).",רשמי: https://willerexpress.com/en/ | תמיכה בנסיעה: https://willer-travel.com/st/3/en/pc/voice/input.html?mid=263,≈ 2 דקות ירידה למסוף,https://www.google.com/maps/dir/?api=1&origin=Umeda+Sky+Building&destination=WILLER+EXPRESS+Bus+Terminal+Osaka+Umeda,,⚠️ שירותים,✓ כרית צוואר | ✓ בקבוק מים | ✓ אטמי אוזניים וכיסוי עיניים | ✓ סוודר למזגן | ✓ Power Bank וכבל




🌳,17 (חמישי),29/10/2026,Ueno Park,טבע ופארקים | פארק עירוני,⭐⭐⭐ אם יש זמן,"5-20 Uenokoen, Taito City, Tokyo",☀️ שמש / ☁️ מעונן,"פארק אואנו:

• הגעה מוקדמת באוטובוס הלילה. 🚨 חובה: הדבר הראשון שתעשה בתחנת אואנו זה לנעול את תיק הצ'ימידן עם הסירים ב-Coin Locker! רק לאחר מכן צא להליכת בוקר שקטה בפארק כשאתה מתנייד קליל באמת, רק עם תיק הגב הקטן.

[רמת עומס יומית: 🟢 קל - יום טיסה שניתן להוסיף לו פעילויות].

[בוקר רגוע: התרעננות בתחנה לאחר אוטובוס הלילה, תפילה וארוחה קלה].

🍽️ פתרון תזונה יומי: קניות אחרונות באואנו, ומזון כשר בטיסה.

🥤 שילוב חלבון: שייק חלבון בבוקר בפארק אואנו.

💡 Plan B גשם: אם יורד גשם כבד — קיצור ההליכה ומעבר למתחם מקורה סמוך.

🔍 לסינון: פארק","קח רכבת עירונית קצרה אל תחנת Ueno Station והכנס ישירות לפארק.

[יציאה מומלצת: Ueno Station - Park Exit]",טוקיו - אואנו,09:00 - 09:45,45 דקות,,חינם,🚶‍♂️ אין צורך להזמין מראש: פארק ציבורי חופשי.,https://www.kensetsu.metro.tokyo.lg.jp/jimusho/toubuk/ueno/index_top.html,ירידה מהאוטובוס ונסיעה של כ-20 דקות לאואנו,https://www.google.com/maps/dir/?api=1&origin=Tokyo+Station&destination=Ueno+Park,,,✓ התרעננות בתחנה לאחר האוטובוס | ✓ מטבעות 500 ין ללוקר | ✓ Power Bank וכבל

🔬,17 (חמישי),29/10/2026,National Museum of Nature and Science,מוזיאון | מדע וטבע,⭐⭐⭐⭐ מומלץ,"7-20 Uenokoen, Taito City, Tokyo",הכל (מקורה),"מוזיאון למדע, חלל ורובוטיקה (יובא מקובץ החלופות!):
• חקר הטכנולוגיה היפנית. ממוקם ממש בתוך הפארק ומנצל במדויק את זמן הבוקר לפני המשך היום.
[רמת עומס: 🟡 בינוני]
💡 Plan B: מושלם וחסין גשם.
🍽️ פתרון תזונה: תוכנן מראש.
🥤 שילוב חלבון: חטיף בתיק.
🔍 לסינון: מוזיאון / טכנולוגיה","הליכה קצרה בתוך פארק אואנו אל המוזיאון.",טוקיו - אואנו,09:45 - 11:00,שעה ורבע,,11 ₪ (~620 ¥),🚶‍♂️ תשלום בקופה במקום.,https://www.kahaku.go.jp/english/,≈ 5 דקות הליכה פנימית,https://www.google.com/maps/dir/?api=1&origin=Ueno+Park&destination=National+Museum+of+Nature+and+Science,,⚠️ שירותים,✓ סקרנות טכנולוגית | ✓ Power Bank וכבל

⚾,17 (חמישי),29/10/2026,Asakusa Batting Stadium,אטרקציה | ספורט חוויותי,⭐⭐⭐⭐ מומלץ,"1 Chome-27-5 Asakusa, Taito City, Tokyo",הכל (מקורה),"כלובי חבטות בייסבול:

• חוויה יפנית קלאסית של פריקת אנרגיה לקראת טיסה! שולב כנקודה הרחוקה ביותר באזור, ממנה רק מתקרבים חזרה לתחנת אואנו לקראת הרכבת לשדה.

🍫 שילוב חלבון: חטיף חלבון מיד אחרי החבטות.

[רמת עומס: 🔴 גבוה]

💡 Plan B מזג אוויר/עומס: אם המתקן סגור (גשם/רוח) — מעבר למתקן מקורה סמוך או קיצור הביקור.

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🔍 לסינון: אטרקציה / ספורט",נסיעה קצרה של 5-7 דקות בתחתית (קו Ginza) מ-Ueno ל-Asakusa.,טוקיו - אסאקוסה,11:00 - 12:00,שעה,,10 ₪ (~500 ¥) לסיבוב,🚶‍♂️ אין צורך להזמין מראש. תשלום במכונות במקום.,https://www.asakusa-bs.com/,≈ 10 דקות (תחתית והליכה קצרה),https://www.google.com/maps/dir/?api=1&origin=Ueno+Park&destination=Asakusa+Batting+Stadium,,⚠️ שירותים,✓ נעלי ספורט | ✓ Power Bank וכבל

🛍️,17 (חמישי),29/10/2026,Kappabashi Dogu Street,קניות | כלי מטבח וקולינריה,⭐⭐⭐⭐ מומלץ,"Kappabashi, Taito City, Tokyo",☀️ שמש / ☁️ מעונן,"רחוב הכלים המקצועיים של טוקיו: המקום המושלם לקניית ציוד בישול יפני וסכיני שף. חוצץ הליכה מצוין.

[רמת עומס: 🟢 קל]

💡 Plan B גשם: הרחוב מקורה בחלקו, אפשר להשתמש במטרייה או לדלג לחנות צעצועים באואנו.

🍽️ פתרון תזונה: מכוסה בתכנון היומי.

🥤 שילוב חלבון: חטיף חלבון בתיק.

🔍 לסינון: קניות / כלי מטבח","הליכה ישירה מאזור אסאקוסה לכיוון מערב אל הרחוב.",טוקיו - אסאקוסה,12:15 - 13:00,45 דקות,,"כניסה: 0₪ | קניות (אופציונלי): כ-277 ₪ (~15,000 ¥)",🚶‍♂️ אין צורך להזמין.,https://www.japan-guide.com/e/e3020.html,≈ 10 דקות הליכה,https://www.google.com/maps/dir/?api=1&origin=Asakusa+Batting+Stadium&destination=Kappabashi+Dogu+Street,,⚠️ שירותים,✓ מזומן

🧸,17 (חמישי),29/10/2026,Yamashiroya,קניות | צעצועים ותרבות פופ,⭐⭐⭐⭐ מומלץ,"6-14-6 Ueno, Taito City, Tokyo",הכל (מקורה),"חנות צעצועים ואנימה בת 7 קומות באואנו:
• פיגרים, גאדג'טים ופופ-קאלצ'ר ממש מול התחנה באואנו אליה אתה כבר מתקרב.

[רמת עומס: 🟡 בינוני]

💡 Plan B: אם עמוס/סגור — מעבר לחנות/קומביני סמוך או קיצור הביקור.

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🥤 שילוב חלבון: חטיף/שייק חלבון זמין בתיק — לצריכה לפי הצורך.

🔍 לסינון: קניות / צעצועים","המשך הליכה רציפה חזרה ל-Ueno Station.",טוקיו - אואנו,13:15 - 14:15,שעה,,"כניסה: 0₪ | קניות (אופציונלי): כ-92 ₪ (~5,000 ¥)",🚶‍♂️ אין צורך להזמין מראש.,https://e-yamashiroya.com/,≈ 15 דקות הליכה,https://www.google.com/maps/dir/?api=1&origin=Kappabashi+Dogu+Street&destination=Yamashiroya,,⚠️ שירותים,✓ דרכון פיזי

🍽️,17 (חמישי),29/10/2026,Ameyoko Shopping Street,קניות | שוק רחוב,⭐⭐⭐⭐ מומלץ,"4 Chome-9-14 Ueno, Taito City, Tokyo",☀️ שמש / ☁️ מעונן,"שוק הרחוב אמיוקו:

• שוק רחוב ואוכל שוקק חיים, פתוח והיסטורי מתחת למסילת הרכבת העילית (חילוני).

[רמת עומס: 🟡 בינוני]

💡 Plan B גשם: השוק מקורה ברובו; אם עמוס — קיצור הסיבוב וקנייה ממוקדת.

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🥤 שילוב חלבון: חטיף/שייק חלבון זמין בתיק — לצריכה לפי הצורך.

🔍 לסינון: קניות / שוק / אוכל",הליכה קצרה מ-Yamashiroya אל תוך רחוב השוק.,טוקיו - אואנו,14:15 - 15:00,45 דקות,,חינם,🚶‍♂️ אין צורך להזמין מראש: סיור רחוב.,https://www.ameyoko.net/,≈ 5 דקות הליכה,https://www.google.com/maps/dir/?api=1&origin=Yamashiroya&destination=Ameyoko+Shopping+Street,,⚠️ שירותים,✓ מזומן וכרטיס אשראי לקניות אחרונות | ✓ Power Bank וכבל

🎮,17 (חמישי),29/10/2026,Taito Station Ueno Ameyoko,אטרקציה | גיימינג וארקייד,⭐⭐⭐⭐ מומלץ,"4-10-17 Ueno, Taito City, Tokyo",הכל (מקורה),"ארקייד גיימינג אקטיבי ענק:
• סימולטורים של נהיגה, משחקי קצב ומנופי בובות. בתוך שוק אמי-יוקו. פריקת אנרגיה מטורפת אחרונה לפני הטיסה.

[רמת עומס: 🟡 בינוני]

💡 Plan B: אם עמוס/סגור — מעבר לאטרקציה מקורה סמוכה או קיצור הביקור.

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🥤 שילוב חלבון: חטיף/שייק חלבון זמין בתיק — לצריכה לפי הצורך.

🔍 לסינון: אטרקציה / גיימינג",נמצא ברחוב אמי-יוקו עצמו.,טוקיו - אואנו,15:00 - 15:30,30 דקות,,"כ-55 ₪ (~3,000 ¥)",🚶‍♂️ הפעלה חופשית במכונות במקום..,https://www.taito.co.jp/store/00001880,≈ 0 דקות (נמצא בתוך השוק עצמו),https://www.google.com/maps/dir/?api=1&origin=Ameyoko+Shopping+Street&destination=Taito+Station+Ueno+Ameyoko,,⚠️ שירותים,✓ מטבעות 100 ין

🍽️,17 (חמישי),29/10/2026,Takeya (Okachimachi / Ueno),קניות | כלבו וסופרמרקט,⭐⭐⭐ אם יש זמן,"4 Chome-33-2 Taito, Taito City, Tokyo",הכל (מקורה),"חנות הדיסקאונט הענקית טאקיה:

• קניית ממתקים ואוכל אחרונה, שוקולדים, חטיפים מלוחים (כמו בייגלה/Pretzels) ותה ירוק במחירי רצפה (Tax-Free). מיקום עוגן לסגירת הקניות.

[רמת עומס: 🟢 קל]

💡 Plan B: אם סגור — קומביני חלופי סמוך (רובם פתוחים 24/7).

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🥤 שילוב חלבון: חטיף/שייק חלבון זמין בתיק — לצריכה לפי הצורך.

🔍 לסינון: קניות / סופרמרקט / אוכל",הליכה רגלית לכיוון תחנת Okachimachi.,טוקיו - אואנו,15:30 - 16:15,45 דקות,,"כניסה: 0₪ | קניות (אופציונלי): כ-92 ₪ (~5,000 ¥)",🚶‍♂️ הצג דרכון פיזי בקופה לטובת Tax-Free.,https://takeya.co.jp/english/,≈ 5 דקות הליכה קצרה,https://www.google.com/maps/dir/?api=1&origin=Taito+Station+Ueno+Ameyoko&destination=Takeya+Okachimachi,,⚠️ שירותים,✓ דרכון פיזי | ✓ תיק קטן פנוי לממתקים | ✓ Power Bank וכבל
